epoch,loss,time_per_epoch
1.0,0.21515029180042275,49.60901427268982
2.0,0.062273793160686715,49.06219148635864
3.0,0.05248304260203905,48.91636109352112
4.0,0.048142673333396994,48.83167219161987
5.0,0.04571512241459563,48.80040240287781
6.0,0.044184246650704036,48.82979202270508
7.0,0.043086416190466305,48.77304649353027
8.0,0.04132336194214918,49.32905340194702
9.0,0.04161342860811659,49.37030649185181
10.0,0.040462977131423744,49.40190076828003
11.0,0.04039779390730059,49.07107996940613
12.0,0.040600121816825076,49.16348671913147
13.0,0.03944515311599845,49.290170669555664
14.0,0.03961132541584694,49.31653118133545
15.0,0.03913577341133981,49.341033935546875
16.0,0.038636470780424446,49.14448142051697
17.0,0.03822385647412761,49.22254753112793
18.0,0.03798400031407471,49.91014051437378
19.0,0.03755901522381836,48.99551606178284
20.0,0.03792361020470214,48.96092462539673
21.0,0.03756445941165128,49.09395694732666
22.0,0.03723713182999045,48.979407787323
23.0,0.036384209585578545,49.1157169342041
24.0,0.03657664296210117,48.762145042419434
25.0,0.036663240007579784,48.86359786987305
26.0,0.03607951578162515,48.89237999916077
27.0,0.0362710108566086,49.47298526763916
28.0,0.03642863754059195,49.13196039199829
29.0,0.0359482160909935,49.116541385650635
30.0,0.03641135281766467,49.091302156448364
31.0,0.03619296412410029,49.416062355041504
32.0,0.036248021542339984,49.32693648338318
33.0,0.03590125765870599,49.243040323257446
34.0,0.03521212070818295,49.30076289176941
35.0,0.03604430762950874,49.21060633659363
36.0,0.03499088111474081,49.7205228805542
37.0,0.035119591176014424,49.202550411224365
38.0,0.03514713107529656,49.5130672454834
39.0,0.03544242818222936,49.33356833457947
40.0,0.035783239642677406,49.23517727851868
41.0,0.035235291951910004,49.32223916053772
42.0,0.03495839850791275,49.33343195915222
43.0,0.035102856366911815,49.2702841758728
44.0,0.03533147300695977,49.301472902297974
45.0,0.03437997199728361,49.107712268829346
46.0,0.034914432717558674,49.49498176574707
47.0,0.03494915462401517,49.27606153488159
48.0,0.03443696272685705,49.485031604766846
49.0,0.0342975883980465,49.499377727508545
50.0,0.03400935489884423,49.82333517074585
51.0,0.03472138906035887,49.61004424095154
52.0,0.03431410530624945,49.6013867855072
53.0,0.03455893600554875,49.299516677856445
54.0,0.03461779899838026,49.66527199745178
55.0,0.03428762037392773,49.677124977111816
56.0,0.034194434619010866,49.82208967208862
57.0,0.034847514451388506,49.780818939208984
58.0,0.034269416809577465,49.547733545303345
59.0,0.03440482474749198,49.485703229904175
60.0,0.03414410161202216,49.702125787734985
61.0,0.03444534935571653,49.584665298461914
62.0,0.03349610462860988,50.73720860481262
63.0,0.034188448549117276,49.89398145675659
64.0,0.03356298185942118,49.898505449295044
65.0,0.03400886133599007,49.61215686798096
66.0,0.03308327986723017,49.89565920829773
67.0,0.03384074783119399,50.00450325012207
68.0,0.03363986525808454,49.72261190414429
69.0,0.03310118403161883,49.5311644077301
70.0,0.033912443701187366,49.49238443374634
71.0,0.033462643227956786,50.08422136306763
72.0,0.03363493329766766,49.50833320617676
73.0,0.033306022258022865,49.70828652381897
74.0,0.033240438088812795,49.5022029876709
75.0,0.034053779871719876,49.638153314590454
76.0,0.03395215903058686,49.39801526069641
77.0,0.03334026590770925,49.159503698349
78.0,0.032994347417255494,49.408833742141724
79.0,0.034013879321077294,48.82524561882019
80.0,0.03384068582083106,48.78710722923279
81.0,0.03280219478566018,48.79316806793213
82.0,0.03338991298490321,48.87505555152893
83.0,0.03325928483263153,49.04161334037781
84.0,0.03310361697012201,49.58144521713257
85.0,0.03346709790818222,49.34166646003723
86.0,0.03356245342079941,49.11088752746582
87.0,0.033531738249847044,49.285545349121094
88.0,0.032808233638439335,49.29711079597473
89.0,0.0333211595845192,48.809343338012695
90.0,0.033891609595978964,49.08160948753357
91.0,0.03374694095795874,48.976377725601196
92.0,0.03255641690510161,48.76956295967102
93.0,0.03349666965796667,48.86720085144043
94.0,0.03313332363543913,48.81718301773071
95.0,0.03333258352068531,48.75372338294983
96.0,0.033101503782526916,48.9286322593689
97.0,0.03280433744211179,49.1931676864624
98.0,0.032943026912982204,49.23478841781616
99.0,0.03245030373544492,49.08560371398926
100.0,0.0326951167419972,49.16929078102112
